ID,WORD,CREATE_TIME,CATEGORY,TYPE,VISIBLE,IS_REGEX,STRICT_MATCHER
1751258,(医院|诊所|中医).*(慢性|科|复发).*(治疗|选择|义诊).*(13|14|15|17|18),2017/4/22 10:13:17,,2,1,1,0
1751259,(加q|轻松).*(复习).*(资料),2017/4/22 10:13:17,,2,1,1,0
1706436,(出货).*(咨询).*(实力).*(热线),2017/4/7 16:41:06,,2,1,1,0
1706437,(价格).*(客服).*(渠道).*(答题),2017/4/7 16:41:06,,2,1,1,0
1706439,(内测).*(删档).*(立即),2017/4/7 16:41:06,,2,1,1,0
1706440,(成绩).*(提分).*(联系),2017/4/7 16:41:06,,2,1,1,0
1706441,(大促).*(特惠).*(速抢),2017/4/7 16:41:06,,2,1,1,0
1706442,(快去).*(房源).*(特色),2017/4/7 16:41:06,,2,1,1,0
1706443,(好评).*(考前).*(试卷).*(资料),2017/4/7 16:41:06,,2,1,1,0
1706445,(元起).*(咨询).*(欢迎),2017/4/7 16:41:06,,2,1,1,0
1706446,(专享).*(再送).*(超高),2017/4/7 16:41:06,,2,1,1,0
1706447,(来袭).*(豪华).*(邀请),2017/4/7 16:41:06,,2,1,1,0
1706448,(办理).*(抓紧).*(报考).*(费用),2017/4/7 16:41:06,,2,1,1,0
1706449,(专享).*(新品).*(火热),2017/4/7 16:41:06,,2,1,1,0
1706450,(专业).*(报警).*(热线).*(监控),2017/4/7 16:41:06,,2,1,1,0
1706451,(最优).*(最高).*(操作).*(电话),2017/4/7 16:41:06,,2,1,1,0
1706452,(代发广告).*(可观).*(联系),2017/4/7 16:41:06,,2,1,1,0
1706453,(仅需).*(开幕).*(超值),2017/4/7 16:41:06,,2,1,1,0
1706454,(买单).*(仅此).*(送礼),2017/4/7 16:41:06,,2,1,1,0
1706456,(代购).*(正品).*(进口),2017/4/7 16:41:06,,2,1,1,0
1706458,(渠道).*(速通).*(顺利).*(预定),2017/4/7 16:41:06,,2,1,1,0
1706459,(代还).*(大额).*(套现),2017/4/7 16:41:06,,2,1,1,0
1706460,(合格).*(复查).*(考试),2017/4/7 16:41:06,,2,1,1,0
1706461,(免单).*(爆).*(红包),2017/4/7 16:41:06,,2,1,1,0
1706462,(现铺).*(盛大).*(首付),2017/4/7 16:41:06,,2,1,1,0
1706463,(免费).*(圣品).*(领取),2017/4/7 16:41:06,,2,1,1,0
1706464,(招租).*(有限).*(联系),2017/4/7 16:41:06,,2,1,1,0
1706465,(围观).*(猛戳).*(秒变),2017/4/7 16:41:06,,2,1,1,0
1706466,?(招募).*(携手).*(活动).*(豪华),2017/4/7 16:41:06,,2,1,1,0
1706468,(试题).*(答案).*(Q号),2017/4/7 16:41:06,,2,1,1,0
1706472,(利息).*(节省).*(赎楼),2017/4/7 16:41:06,,2,1,1,0
1706474,(增值).*(服务).*(电话),2017/4/7 16:41:06,,2,1,1,0
1706477,(款到).*(试题).*(详情),2017/4/7 16:41:06,,2,1,1,0
1706478,(优惠).*(立即).*(豪华),2017/4/7 16:41:06,,2,1,1,0
1706479,(免单).*(快车).*(有折),2017/4/7 16:41:06,,2,1,1,0
1706481,(封顶).*(收官).*(最后),2017/4/7 16:41:06,,2,1,1,0
1706482,(无需).*(最高).*(貸款),2017/4/7 16:41:06,,2,1,1,0
1706484,(特权).*(登场).*(豪礼),2017/4/7 16:41:06,,2,1,1,0
1706485,(品牌).*(收益).*(精选),2017/4/7 16:41:06,,2,1,1,0
1706486,(平米).*(现房).*(绿地),2017/4/7 16:41:06,,2,1,1,0
1706487,(仅限).*(免费).*(回复).*(获赠),2017/4/7 16:41:06,,2,1,1,0
1706488,(云券).*(有效).*(活动),2017/4/7 16:41:06,,2,1,1,0
1706489,(揭幕).*(获利).*(行情).*(详情),2017/4/7 16:41:06,,2,1,1,0
1706490,(爆满).*(紧急).*(豪杰),2017/4/7 16:41:06,,2,1,1,0
1706491,(保障).*(火爆).*(钜惠),2017/4/7 16:41:06,,2,1,1,0
1706493,(参与).*(开售).*(立即),2017/4/7 16:41:06,,2,1,1,0
1706494,(光临).*(水疗).*(热线),2017/4/7 16:41:06,,2,1,1,0
1706495,(星级).*(档次).*(高端),2017/4/7 16:41:06,,2,1,1,0
1706498,(秒到).*(贷款).*(车房),2017/4/7 16:41:06,,2,1,1,0
1706500,(低价).*(惊喜).*(支付),2017/4/7 16:41:06,,2,1,1,0
1706501,(全场).*(周年).*(焕新),2017/4/7 16:41:06,,2,1,1,0
1706502,(价值).*(地址).*(热线),2017/4/7 16:41:06,,2,1,1,0
1706503,(开启).*(暑期).*(火爆),2017/4/7 16:41:06,,2,1,1,0
1706504,(后付).*(实力).*(答案),2017/4/7 16:41:06,,2,1,1,0
1706505,(放款).*(最高).*(申请).*(经理),2017/4/7 16:41:06,,2,1,1,0
1706506,(买一送一).*(全店).*(准时),2017/4/7 16:41:06,,2,1,1,0
1706507,(保修).*(展厅).*(直销),2017/4/7 16:41:06,,2,1,1,0
1706508,(可拿).*(渠道).*(热线).*(融资),2017/4/7 16:41:06,,2,1,1,0
1706509,(像册).*(微信).*(物品).*(稀缺),2017/4/7 16:41:06,,2,1,1,0
1706511,(付费).*(代查).*(咨询).*(开房),2017/4/7 16:41:06,,2,1,1,0
1706512,(剁手).*(敢送).*(白分).*(积分),2017/4/7 16:41:06,,2,1,1,0
1706513,(名企).*(开幕).*(详询),2017/4/7 16:41:06,,2,1,1,0
1706514,(微姓).*(新到).*(有意),2017/4/7 16:41:06,,2,1,1,0
1706515,(先到先得).*(减).*(询),2017/4/7 16:41:06,,2,1,1,0
1706517,(密卷).*(考前).*(赶紧),2017/4/7 16:41:06,,2,1,1,0
1706518,(巨惠).*(连报).*(领跑),2017/4/7 16:41:06,,2,1,1,0
1706519,(人才).*(培训).*(考试).*(询),2017/4/7 16:41:06,,2,1,1,0
1706520,(业务).*(主营).*(洗车),2017/4/7 16:41:06,,2,1,1,0
1706521,(分数).*(详询).*(领证),2017/4/7 16:41:06,,2,1,1,0
1726886,(会员).*(折|折上折).*,2017/4/14 15:21:39,,3,1,1,0
1726902,(折扣).*(会员).*(优惠).*,2017/4/14 15:25:08,,3,1,1,0
1727065,满.*返.*,2017/4/14 15:48:52,,3,1,1,0
1727080,特卖.*至.*折.*,2017/4/14 15:52:49,,3,1,1,0
1727096,低至.*加入会员.*,2017/4/14 15:56:26,,3,1,1,0
1761156,空仓,2017/4/25 19:24:39,,2,1,0,0
1803156,温家宝,2017/5/10 10:21:54,,2,1,0,0
1809348,一(帶|带)一路,2017/5/11 17:08:37,,3,1,1,0
1727039,获得.*折优惠,2017/4/14 15:45:10,,3,1,1,0
1665073,中南邮票湖北中心,2017/3/24 09:28:48,,2,1,0,0
1665088,坐台小姐,2017/3/24 09:29:25,,2,1,0,0
6050546194,日他奶奶,2016/8/23 10:30:32,default,1,1,1,0
6125632330,附件炎,2016/8/26 10:36:14,default,1,1,1,0
1322613,zgWaiz.COm,2016/10/20 16:23:54,default,1,1,1,0
1322615,ybpkk.cn,2016/10/20 16:24:07,default,1,1,1,0
1322617,www.haoxgs3.com,2016/10/20 16:24:19,default,1,1,1,0
1322619,xgsppkk.com,2016/10/20 16:24:32,default,1,1,1,0
1855339,菠菜,2017/5/25 11:48:51,,2,1,0,0
6027146020,扯犊子,2016/8/22 11:44:01,default,1,1,1,0
1491285,梦之声,2017/1/3 12:49:34,default,1,1,0,0
1665102,买春,2017/3/24 09:30:48,,3,1,0,0
1665121,找小姐,2017/3/24 09:32:18,,2,1,0,0
1665434,工厂直供,2017/3/24 10:02:14,,2,1,0,0
1666463,上门服务,2017/3/24 13:22:01,,2,1,0,0
1666477,淘宝苹果,2017/3/24 13:24:15,,2,1,0,0
1666481,苹果电脑,2017/3/24 13:24:33,,2,1,0,0
1666491,(联通).*(苹果),2017/3/24 13:25:20,,2,1,1,0
1666497,(苹果).*(预购从速),2017/3/24 13:25:34,,2,1,1,0
1679626,拓尔家具,2017/3/29 17:58:02,default,1,1,0,0
1675362,(丝袜女郎|嫩女出水|稞选).*(互动互换),2017/3/28 15:34:19,,3,1,1,0
1750627,奔跑吧，兄弟,2017/4/22 00:30:07,,3,1,1,1
1750630,VIP.JD.COM,2017/4/22 00:31:09,,2,1,1,0
1750633,222.73.117.169,2017/4/22 00:31:19,,2,1,1,0
1750636,sa.253.com,2017/4/22 00:31:38,,2,1,1,0
1750639,222.73.117.158,2017/4/22 00:31:50,,2,1,1,0
1665436,家居建材工厂供,2017/3/24 10:02:20,,2,1,0,0
1751665,(设计|业主).*(看房|新房).*,2017/4/22 11:20:52,,2,1,1,0
1781852,爱上惠,2017/5/3 14:38:20,default,1,1,0,0
1872108,扣扣,2017/6/1 10:50:39,,2,1,0,0
1799935,一律.*折,2017/5/9 10:48:24,,3,1,1,0
1491287,传票,2017/1/3 12:49:59,default,1,1,0,0
1726953,(会员).*(半价).*,2017/4/14 15:30:29,,3,1,1,0
1751102,(即订即发|圆梦|节省).*(同学|弥补|零基础).*(学力|教育).*(QQ|客服),2017/4/22 10:13:17,,2,1,1,0
1751103,(补录|专家|报名|突破).*(详情|总裁|电|董事长|科).*(一线|高端|学|开|课).*(邀|实战|班|讲|清华),2017/4/22 10:13:17,,2,1,1,0
1751104,(热销|过亿|首付).*(地铁|直抵).*(现房|空间|特惠),2017/4/22 10:13:17,,2,1,1,0
1751105,(上门|债务|下卡|服务|免费).*(专业).*(电话).*(13|14|15|17|18),2017/4/22 10:13:17,,2,1,1,0
1751106,(加QQ).*(自考|笔试).*(轻松).*(过关|保障),2017/4/22 10:13:17,,2,1,1,0
1751107,(往返).*(承接|租车).*(热线).*(豪华),2017/4/22 10:13:17,,2,1,1,0
1751108,(移民|全家|绿卡|定居).*(加拿大|新加坡|香港|国).*(0|13|15|18),2017/4/22 10:13:17,,2,1,1,0
1751109,(兹味|小妹).*(双飞|梯台|艳舞).*(房費|預定).*(免|全套),2017/4/22 10:13:17,,2,1,1,0
1751110,(建材|活动).*(品牌最多).*(经营),2017/4/22 10:13:17,,2,1,1,0
1751111,(会员|特卖|红包|京喜).*(品牌|抢|最后|促).*(折|原价|焕新|双11),2017/4/22 10:13:17,,2,1,1,0
1706028,(中国新歌声|奔跑吧兄弟).*(本院).*(违约),2017/4/7 16:39:19,,3,1,1,0
1706029,(注册送).*(澳门).*(银河),2017/4/7 16:39:19,,3,1,1,0
1706030,(群满).*(退群),2017/4/7 16:39:19,,3,1,1,0
1706031,(你已获奖).*(即时进入).*(妥善保管|验证码),2017/4/7 16:39:19,,3,1,1,0
1706032,(奖项).*(来自电台).*(登上官网).*(速签收),2017/4/7 16:39:19,,3,1,1,0
1706033,(13|14|15|18).*(好牌|扑克).*(机麻).*(询),2017/4/7 16:39:19,,3,1,1,0
1706034,(上网).*(本号).*(第二等奖).*(速签收),2017/4/7 16:39:19,,3,1,1,0
1706035,(解除).*(中国新歌声).*(领奖协议).*(逮捕),2017/4/7 16:39:19,,3,1,1,0
1706036,(上网速取).*(奖金).*(电台),2017/4/7 16:39:19,,3,1,1,0
1706037,(寂寞).*(美女少妇).*(加微信),2017/4/7 16:39:19,,3,1,1,0
1706015,(麻将).*(作弊).*(询).*(13|14|15|18),2017/4/7 16:39:19,,3,1,1,0
620386911,(号码).*(知道).*(发的什么).*(如需),2015/9/17 21:15:03,default,1,1,1,0
620386912,(红叶红).*(门票全免).*(询),2015/9/17 21:15:03,default,1,1,1,0
1706016,(办|提供|阅卷).*(证|经验|职称|资格).*(联|通过).*(电|询),2017/4/7 16:39:19,,3,1,1,0
1706018,(下注|开户|百家).*(彩金|真人).*(澳门|返水),2017/4/7 16:39:19,,3,1,1,0
1706019,(一部).*(奔跑兄弟).*(已被).*(荣誉之星),2017/4/7 16:39:19,,3,1,1,0
1706020,(天安门).*(谴责|谎言|骗局),2017/4/7 16:39:19,,3,1,1,0
620386918,(宏达汽贸).*(低转).*(见货付款),2015/9/17 21:15:03,default,1,1,1,0
1675335,(Nokia).*(艳图魅书|解禁女性视频),2017/3/28 15:31:27,,3,1,1,0
1595970,3004937632,2017/2/24 14:04:37,default,1,1,0,0
620386922,(号码|手机).*(6).*(1).*(cctv),2015/9/17 21:15:03,default,1,1,1,0
620386923,(还好).*(挺想你|记得).*(话).*(听听吧),2015/9/17 21:15:03,default,1,1,1,0
620386924,(后花园野战),2015/9/17 21:15:03,default,1,1,1,0
620386925,(虎).*(金砖|茶).*(更香茶|集邮),2015/9/17 21:15:03,default,1,1,1,0
1675338,(发).*(代|嘌).*(开).*(付款|合作|诚信),2017/3/28 15:31:39,,3,1,1,0
1675355,(稞舞秀),2017/3/28 15:33:37,,3,1,1,0
1706038,(幸运用户).*(恭喜).*(抽为|选为).*(登录),2017/4/7 16:39:19,,3,1,1,0
620386929,(号码|手机).*(成为|获得).*(大本营),2015/9/17 21:15:03,default,1,1,1,0
620386930,(互换).*(姓爱器材|性爱器材),2015/9/17 21:15:03,default,1,1,1,0
620386931,(淮安金鹰).*(折).*(惠),2015/9/17 21:15:03,default,1,1,1,0
620386932,(红购).*(折|秋装).*(购物).*(惊喜|超值),2015/9/17 21:15:03,default,1,1,1,0
620386933,(鸿达).*(科技),2015/9/17 21:15:03,default,1,1,1,0
620386934,(回收).*(种子|秕子).*(来电|洽谈),2015/9/17 21:15:03,default,1,1,1,0
1706039,(励盈娱乐).*(携手).*(留言),2017/4/7 16:39:19,,3,1,1,0
1706040,(姨媽).*(尿液),2017/4/7 16:39:19,,3,1,1,0
1706041,(恭喜).*(你被选中).*(上站).*(你的18万),2017/4/7 16:39:19,,3,1,1,0
1706042,(澳门).*(网址|娱乐).*(资金|逍遥|彩金).*(金沙),2017/4/7 16:39:19,,3,1,1,0
1706043,(优惠|赔率).*(礼金),2017/4/7 16:39:19,,3,1,1,0
1706044,(刷卡机).*(免费).*(到账).*(13|14|15|18),2017/4/7 16:39:19,,3,1,1,0
1706045,(优惠).*(彩金),2017/4/7 16:39:19,,3,1,1,0
1706046,(葡京|时时彩),2017/4/7 16:39:19,,3,1,1,0
1706047,(即可).*(投注|返水).*(筹码),2017/4/7 16:39:19,,3,1,1,0
1706048,(自焚),2017/4/7 16:39:19,,3,1,1,0
1706049,(党羽).*(公审).*(报应),2017/4/7 16:39:19,,3,1,1,0
1706050,(信贷).*(抵押).*(担保).*(13|14|15|18),2017/4/7 16:39:19,,3,1,1,0
1706051,(賭場|赌场),2017/4/7 16:39:19,,3,1,1,0
1706052,(保真).*(办证),2017/4/7 16:39:19,,3,1,1,0
1706053,(代开).*(机打).*(费用),2017/4/7 16:39:19,,3,1,1,0
1706054,(已中奖).*(恭喜您).*(登录网站),2017/4/7 16:39:19,,3,1,1,0
1706055,(桶金).*(礼金|彩金),2017/4/7 16:39:19,,3,1,1,0
1706056,(优惠|彩民|打码).*(娱乐).*(网址|首存),2017/4/7 16:39:19,,3,1,1,0
1706057,(POS机).*(费率).*(代理).*(咨询),2017/4/7 16:39:19,,3,1,1,0
1706058,(嫩模).*(尤物).*(湿身),2017/4/7 16:39:19,,3,1,1,0
1706059,(彩金).*(百家乐),2017/4/7 16:39:19,,3,1,1,0
1706060,(手機).*(网址).*(返),2017/4/7 16:39:19,,3,1,1,0
1706061,(加QQ群).*(敢死队),2017/4/7 16:39:19,,3,1,1,0
1706062,(恭喜您).*(抽选).*(幸运用户).*(登陆),2017/4/7 16:39:19,,3,1,1,0
1706063,(绝技).*(赌术).*(麻将),2017/4/7 16:39:19,,3,1,1,0
1706064,(znxges).*(你已中奖).*(验证码),2017/4/7 16:39:19,,3,1,1,0
1706065,(十六萬).*(您的).*(请領取),2017/4/7 16:39:19,,3,1,1,0
1706066,(电脑).*(奖金).*(到账).*(登录),2017/4/7 16:39:19,,3,1,1,0
1706067,(世外桃源).*(彩票).*(真人),2017/4/7 16:39:19,,3,1,1,0
1706068,(少妇|处女).*(白领丽人|妹妹).*(模特|好货).*(13|14|15|18),2017/4/7 16:39:19,,3,1,1,0
1706069,(欢迎您).*(线上娱乐).*(赛班岛),2017/4/7 16:39:19,,3,1,1,0
1706070,(现金奖).*(免费获取).*(生成).*(登录),2017/4/7 16:39:19,,3,1,1,0
1706071,(超高).*(采金),2017/4/7 16:39:19,,3,1,1,0
1706072,(已获奖).*(恭喜您).*(手机|网址|使用).*(点击登录|电脑登录),2017/4/7 16:39:19,,3,1,1,0
1706073,(手机号).*(选中).*(获奖),2017/4/7 16:39:19,,3,1,1,0
1706074,(动警|警力).*(拘留|罚款).*(法院).*(逮捕),2017/4/7 16:39:19,,3,1,1,0
1706075,(特邀金).*(红包),2017/4/7 16:39:19,,3,1,1,0
1706076,(最高).*(领取),2017/4/7 16:39:19,,3,1,1,0
1706077,(机麻).*(详询),2017/4/7 16:39:19,,3,1,1,0
1706078,(壹條).*(奔跑).*(贈送).*(金),2017/4/7 16:39:19,,3,1,1,0
1706079,(借款).*(点位),2017/4/7 16:39:19,,3,1,1,0
1706080,(澳门).*(葡京),2017/4/7 16:39:19,,3,1,1,0
1706081,(上门).*(夜生活).*(惊喜),2017/4/7 16:39:19,,3,1,1,0
1706084,(专业|免|办|学位|补录).*(保过|学历|招生|文凭|英语).*(优惠|查|电话|考试|权威),2017/4/7 16:39:19,,3,1,1,0
1706085,(养卡).*(垫还),2017/4/7 16:39:19,,3,1,1,0
1706086,(免费签收).*(奖金).*(速查收).*(领取资格),2017/4/7 16:39:19,,3,1,1,0
1706087,(娱乐场|澳门|葡京).*(百家乐).*(返水),2017/4/7 16:39:19,,3,1,1,0
1706088,(本号码).*(立即登录).*(操作).*(奖金),2017/4/7 16:39:19,,3,1,1,0
1706089,(投注).*(澳门).*(百家乐|直营),2017/4/7 16:39:19,,3,1,1,0
1706090,(投注).*(赠送).*(首存),2017/4/7 16:39:19,,3,1,1,0
1706091,(QQ).*(博彩|时时彩).*(大师),2017/4/7 16:39:19,,3,1,1,0
1706092,(办理).*(证件),2017/4/7 16:39:19,,3,1,1,0
1706118,(推荐).*(游戏).*(详询),2017/4/7 16:40:58,,2,1,1,0
1706119,(专场).*(感恩).*(红包),2017/4/7 16:40:58,,2,1,1,0
1706120,(元起).*(回馈).*(游戏),2017/4/7 16:40:58,,2,1,1,0
1706122,(征信).*(房产).*(污点).*(贷款),2017/4/7 16:40:58,,2,1,1,0
1706124,(专场).*(仅).*(定制),2017/4/7 16:40:58,,2,1,1,0
1706125,(产品).*(家居).*(新品),2017/4/7 16:40:58,,2,1,1,0
1706127,(体验).*(抢购).*(支付),2017/4/7 16:40:58,,2,1,1,0
1706130,(好货).*(疯抢).*(购物),2017/4/7 16:40:58,,2,1,1,0
1706131,(冻结).*(失效).*(手机站),2017/4/7 16:40:58,,2,1,1,0
1706133,(专属).*(任意).*(折).*(活动),2017/4/7 16:40:58,,2,1,1,0
1706134,(买一送一).*(全场).*(约惠),2017/4/7 16:40:58,,2,1,1,0
1706135,(万起).*(日产).*(车),2017/4/7 16:40:58,,2,1,1,0
1706136,(低价).*(巡回).*(清仓),2017/4/7 16:40:58,,2,1,1,0
1706137,(体验).*(旅游).*(玩乐),2017/4/7 16:40:58,,2,1,1,0
1706138,(合作).*(手续).*(扩建).*(电话),2017/4/7 16:40:58,,2,1,1,0
1706140,(即送).*(奖励).*(撒钱).*(有奖),2017/4/7 16:40:58,,2,1,1,0
1706141,(咨询).*(旅行).*(精品),2017/4/7 16:40:58,,2,1,1,0
1706143,(关注).*(推荐).*(热映),2017/4/7 16:40:58,,2,1,1,0
1706144,(加入).*(即刻).*(月入).*(注册),2017/4/7 16:40:58,,2,1,1,0
5498282836,手 机 号 码 获 得 栏 目,2016/7/28 12:25:13,default,1,1,1,0
1706147,(联系).*(药师).*(面议),2017/4/7 16:40:58,,2,1,1,0
1764728,13061883022,2017/4/26 17:24:59,default,1,1,0,0
1774768,东立,2017/4/30 15:00:52,,2,1,0,0
1706150,(加QQ).*(报考).*(资料),2017/4/7 16:40:58,,2,1,1,0
1774788,衣世界,2017/4/30 15:18:15,,2,1,0,0
1884628,代缴,2017/6/5 16:27:28,,2,1,0,0
1706153,(代理).*(年赚).*(打工).*(电话),2017/4/7 16:40:58,,2,1,1,0
1706154,(主营).*(欢迎).*(电话).*(订购),2017/4/7 16:40:58,,2,1,1,0
1706155,(升级).*(效果).*(退款),2017/4/7 16:40:58,,2,1,1,0
1706156,(招聘).*(月薪).*(详情),2017/4/7 16:40:58,,2,1,1,0
1706157,(推出).*(电话).*(连锁),2017/4/7 16:40:58,,2,1,1,0
1853866,恭喜.*资格.*登录.*体验码,2017/5/24 18:09:37,default,1,1,1,0
1706162,(地址).*(特买).*(精品),2017/4/7 16:40:58,,2,1,1,0
1706164,(二手).*(商家).*(开启).*(首付),2017/4/7 16:40:58,,2,1,1,0
1706165,(商场).*(盛世).*(起幕),2017/4/7 16:40:58,,2,1,1,0
1706167,(会馆).*(夜色).*(疗法),2017/4/7 16:40:58,,2,1,1,0
1706171,(提示).*(礼包).*(答谢),2017/4/7 16:40:58,,2,1,1,0
1706172,(5折).*(必备).*(时尚),2017/4/7 16:40:58,,2,1,1,0
1706173,(年货).*(扫货).*(抢),2017/4/7 16:40:58,,2,1,1,0
1706174,(低至).*(电话).*(羊绒),2017/4/7 16:40:58,,2,1,1,0
1706175,(品质).*(户型).*(火爆).*(登场),2017/4/7 16:40:58,,2,1,1,0
1706178,(定制).*(登陆).*(购买).*(超低),2017/4/7 16:40:58,,2,1,1,0
1706179,(现金).*(电话).*(结算),2017/4/7 16:40:58,,2,1,1,0
1706180,(接送).*(物流).*(返程),2017/4/7 16:40:58,,2,1,1,0
1706181,(公寓).*(环境).*(电话).*(费用),2017/4/7 16:40:58,,2,1,1,0
1706182,(优惠).*(承诺).*(送),2017/4/7 16:40:58,,2,1,1,0
1706185,(仅此).*(惊喜).*(火爆),2017/4/7 16:40:58,,2,1,1,0
1706188,(提供).*(租赁).*(预订),2017/4/7 16:40:58,,2,1,1,0
1706192,(大牌).*(年货).*(抄底).*(正品),2017/4/7 16:40:58,,2,1,1,0
1706194,(周到).*(旅游).*(正规).*(电话),2017/4/7 16:40:58,,2,1,1,0
1706195,(借款).*(急速).*(放贷),2017/4/7 16:40:58,,2,1,1,0
1706196,(体验).*(培训).*(教程),2017/4/7 16:40:58,,2,1,1,0
1706199,(已获奖).*(查询).*(点击进入),2017/4/7 16:40:58,,2,1,1,0
1706200,(名额).*(启动).*(有限).*(赶紧),2017/4/7 16:40:58,,2,1,1,0
1706202,(专享).*(年化).*(惊喜).*(满额),2017/4/7 16:40:58,,2,1,1,0
1706207,(学历).*(招聘).*(自由),2017/4/7 16:40:58,,2,1,1,0
1706208,(信用卡).*(接单).*(面签),2017/4/7 16:40:58,,2,1,1,0
1706210,(出击).*(抢购).*(震撼),2017/4/7 16:40:58,,2,1,1,0
1706212,(买一).*(仅需).*(热销),2017/4/7 16:40:58,,2,1,1,0
1706213,(体验).*(最高).*(返现),2017/4/7 16:40:58,,2,1,1,0
1706214,(奢华).*(娱乐).*(特推).*(顶级),2017/4/7 16:40:58,,2,1,1,0
1706215,(份额).*(市场).*(手机),2017/4/7 16:40:58,,2,1,1,0
1706217,(场外).*(幸运玩家).*(抽选).*(祝贺),2017/4/7 16:40:58,,2,1,1,0
1706218,(神秘).*(福利).*(苍老师).*(谢绝),2017/4/7 16:40:58,,2,1,1,0
1706219,(保险).*(元).*(只需),2017/4/7 16:40:58,,2,1,1,0
1706220,(分期).*(整形).*(美容),2017/4/7 16:40:58,,2,1,1,0
1706221,(加油卡).*(猛戳).*(等你).*(领取),2017/4/7 16:40:58,,2,1,1,0
1706225,(专线).*(服务).*(行业),2017/4/7 16:40:58,,2,1,1,0
1706226,(专卖).*(买一送一).*(电话),2017/4/7 16:40:58,,2,1,1,0
1706227,(付款).*(正品).*(送礼),2017/4/7 16:40:58,,2,1,1,0
1706228,(上门).*(名酒).*(收购),2017/4/7 16:40:58,,2,1,1,0
1706229,(代发).*(代提).*(广告).*(拿钱),2017/4/7 16:40:58,,2,1,1,0
1706232,(举行).*(仪式).*(隆重),2017/4/7 16:40:58,,2,1,1,0
1706234,(凭短信).*(电话).*(订票),2017/4/7 16:40:58,,2,1,1,0
1706235,(官方).*(正版).*(经典).*(预约),2017/4/7 16:40:58,,2,1,1,0
1706259,(低价).*(双11).*(好礼),2017/4/7 16:40:58,,2,1,1,0
1706260,(名额).*(招生).*(秋季),2017/4/7 16:40:58,,2,1,1,0
1706261,(抵用).*(猛戳).*(限时),2017/4/7 16:40:58,,2,1,1,0
1706262,(保证).*(推广).*(群发),2017/4/7 16:40:58,,2,1,1,0
1706265,(招聘).*(月薪).*(详询),2017/4/7 16:40:58,,2,1,1,0
1706267,(官方).*(手气).*(红包),2017/4/7 16:40:58,,2,1,1,0
1706269,(优惠).*(微信).*(正品),2017/4/7 16:40:58,,2,1,1,0
1706271,(地址).*(营业).*(顶餐),2017/4/7 16:40:58,,2,1,1,0
1706273,(回访).*(网站).*(诚意),2017/4/7 16:40:58,,2,1,1,0
1706274,(成本).*(电).*(试用).*(销售),2017/4/7 16:40:58,,2,1,1,0
1706279,(中奖).*(福利).*(震撼),2017/4/7 16:40:58,,2,1,1,0
1706280,(代驾).*(免费).*(回复),2017/4/7 16:40:58,,2,1,1,0
1706281,(京喜).*(快戳).*(立减),2017/4/7 16:40:58,,2,1,1,0
1706283,(好货).*(疯抢).*(错过),2017/4/7 16:40:58,,2,1,1,0
1706284,(到店).*(地址).*(新款),2017/4/7 16:40:58,,2,1,1,0
1706285,(官方).*(游戏).*(领略),2017/4/7 16:40:58,,2,1,1,0
1706287,(内测).*(新服).*(登录),2017/4/7 16:40:58,,2,1,1,0
1706288,(团队).*(培训).*(月薪),2017/4/7 16:40:58,,2,1,1,0
1706289,(原价).*(最后).*(狂甩),2017/4/7 16:40:58,,2,1,1,0
1706290,(详询).*(质保).*(退款),2017/4/7 16:40:58,,2,1,1,0
1706291,(批发).*(经营).*(送礼),2017/4/7 16:40:58,,2,1,1,0
1706293,(代开).*(工程款).*(行业),2017/4/7 16:40:58,,2,1,1,0
1706294,(消费).*(疗法).*(美颜).*(详询),2017/4/7 16:40:58,,2,1,1,0
1706295,(低至).*(开抢).*(正品),2017/4/7 16:40:58,,2,1,1,0
1706298,(充值).*(抢).*(返现),2017/4/7 16:40:58,,2,1,1,0
1706299,(优惠).*(新品).*(狂欢),2017/4/7 16:40:58,,2,1,1,0
1706300,(惊喜).*(畅销).*(面膜),2017/4/7 16:40:58,,2,1,1,0
1706301,(原厂).*(总价).*(费用),2017/4/7 16:40:58,,2,1,1,0
1706305,(折上).*(新装).*(积分),2017/4/7 16:40:58,,2,1,1,0
1706308,(亏本).*(仅限).*(放价),2017/4/7 16:40:58,,2,1,1,0
1706309,(养娃).*(年货).*(神器),2017/4/7 16:40:58,,2,1,1,0
1706311,(最高).*(点击).*(精彩).*(红包),2017/4/7 16:40:58,,2,1,1,0
1706238,(惊喜).*(神秘).*(获取),2017/4/7 16:40:58,,2,1,1,0
1706240,(回馈).*(感恩).*(豪礼),2017/4/7 16:40:58,,2,1,1,0
1706241,(低至).*(元起).*(抢购),2017/4/7 16:40:58,,2,1,1,0
1706242,(复查).*(推荐).*(近视),2017/4/7 16:40:58,,2,1,1,0
1706243,(免费).*(早教).*(热线),2017/4/7 16:40:58,,2,1,1,0
1706245,(充值).*(车费).*(邀好友),2017/4/7 16:40:58,,2,1,1,0
1706246,(放养).*(最佳).*(送礼),2017/4/7 16:40:58,,2,1,1,0
1706247,(兑换).*(券).*(过期).*(邀您),2017/4/7 16:40:58,,2,1,1,0
1706252,(活动).*(电器).*(空调),2017/4/7 16:40:58,,2,1,1,0
1706254,(专用).*(嗨皮).*(红包).*(过期),2017/4/7 16:40:58,,2,1,1,0
